Company Name,Ticker,Optionable,Market Cap ,Avg Volume,Sector,Industry,Last Close,Beta,52 Week High,52 Week Low
"Sunworks, Inc.",SUNW,YES,21.76,55953.6,Oils-Energy,Solar,0.9401,1.45,2.06,0.9
"Superior Industries International, Inc.",SUP,YES,327.53,194591.3,Auto-Tires-Trucks,Automotive - Original Equipment,13.15,1.15,24.75,13.05
"Supernus Pharmaceuticals, Inc.",SUPN,YES,2448.01,576342.19,Medical,Medical - Generic Drugs,47.5,1.11,49.65,31.9
"Sinovac Biotech, Ltd.",SVA,YES,447.03,47288.45,Medical,Medical - Biomedical and Genetics,7.84,0.11,8.68,4.64
"Mast Therapeutics, Inc.",SVRA,YES,283.7,118911.35,Medical,Medical - Drugs,9.27,0.04,16.76,4.71
SUPERVALU INC.,SVU,YES,562.3,1482831.63,Consumer Staples,Food - Miscellaneous,14.64,1.29,29.53,13.73
"Firsthand Technology Value Fund, Inc.",SVVC,YES,78.21,21970.4,Finance,Financial - SBIC & Commercial Industry,10.71,0.92,12.53,7.33
"Sierra Wireless, Inc.",SWIR,YES,615.13,256977.45,Computer and Technology,Wireless Equipment,17.1,2.77,31.8,15.55
"Stanley Black & Decker, Inc.",SWK,YES,21954.73,1257108,Industrial Products,Manufacturing - Tools & Related Products,142.46,0.99,175.91,134.44
"Skyworks Solutions, Inc.",SWKS,YES,16147.14,1891134.63,Computer and Technology,Semiconductors - Radio Frequency,88.64,0.63,116.33,88.64
"Schweitzer-Mauduit International, Inc.",SWM,YES,1283.16,149619.59,Consumer Staples,Tobacco,41.7,1.31,47.86,36.53
Southwestern Energy Company,SWN,YES,2506.76,13313453,Oils-Energy,Oil and Gas - Exploration and Production - United States,4.27,0.79,7.83,3.5
Southwest Gas Corporation,SWX,YES,3472.76,232053.7,Utilities,Utility - Gas Distribution,72.11,0.53,86.23,64.14
"SunCoke Energy, Inc.",SXC,YES,690.61,424518.94,Oils-Energy,Coal,10.7,1.13,13.35,7.93
"SunCoke Energy Partners, L.P.",SXCP,YES,843.64,105299.9,Oils-Energy,Coal,18.25,1.38,21.7,15.35
"Southcross Energy Partners, L.P.",SXE,YES,141.5,150781.59,Oils-Energy,Oil and Gas - Production and Pipelines,1.78,4.23,4.43,1.52
Standex International Corporation,SXI,YES,1281.67,41193.8,Industrial Products,Manufacturing - General Industrial ,99.9,1.54,108.8,85.3
Sensient Technologies Corporation,SXT,YES,2967.22,243150.84,Basic Materials,Chemical - Specialty,68.75,0.93,83.35,67.56
"Stock Yards Bancorp, Inc.",SYBT,YES,824.57,93066.9,Finance,Banks - Southeast,36.3,0.65,43.75,32.25
Synchrony Financial,SYF,YES,26402.33,5296127,Finance,Financial - Miscellaneous Services,34.73,1.12,40.21,26.5
Stryker Corporation,SYK,YES,62482.79,1125737.13,Medical,Medical - Products,166.78,0.7,168.91,132.94
"Sykes Enterprises, Incorporated",SYKE,YES,1252.81,102883.2,Business Services,Outsourcing,29.48,0.83,34.32,25.87
Symantec Corporation,SYMC,YES,17253.91,4390066,Computer and Technology,Computer - Software,27.76,0.87,34.16,25.2
Synaptics Incorporated,SYNA,YES,1538.99,436410.94,Computer and Technology,Electronics - Semiconductors,44.61,0.91,64.25,34.54
"Synacor, Inc.",SYNC,YES,66.92,78989.75,Computer and Technology,Internet - Services,1.725,0.62,3.9,1.45
"INC Research Holdings, Inc.",SYNH,YES,3965.3,715349.63,Medical,Medical Services,38.2,0.8,60.65,31.7
Synalloy Corporation,SYNL,YES,150.63,9833.95,Industrial Products,Steel - Pipe and Tube,17.2,0.1,17.3,10.3
"Syntel, Inc.",SYNT,YES,2318.05,429516.19,Computer and Technology,Computer - Services,27.94,0.74,28.14,15.95
Systemax Inc.,SYX,YES,1040.88,86119.25,Retail-Wholesale,Retail - Consumer Electronics,28,0.25,34.52,12.91
Sysco Corporation,SYY,YES,32014.5,2648803.25,Consumer Staples,Food - Miscellaneous,61.34,0.55,64.12,49.11
AT&T Inc.,T,YES,214189.7,23493596,Computer and Technology,Wireless National,34.89,0.39,40.44,32.86
TravelCenters of America LLC,TA,YES,148.01,112834.55,Retail-Wholesale,Retail - Convenience Stores,3.7,1.72,6.3,3.1
TransAct Technologies Incorporated,TACT,YES,93.77,16934,Computer and Technology,Computer - Peripheral Equipment,12.6,1.04,15.55,8.25
"Tahoe Resources, Inc.",TAHO,YES,1573.26,1966250.38,Basic Materials,Mining - Silver,5.03,0.18,9.47,3.84
TAL Education Group,TAL,YES,17452.37,3370087.5,Consumer Discretionary,Schools,35.7,0.34,41.23,18.44
Molson Coors Brewing  Company,TAP,YES,15502.79,1867371.25,Consumer Staples,Beverages - Alcohol,71.92,0.81,96.86,70.38
Taro Pharmaceutical Industries Ltd.,TARO,YES,4070.35,77571.1,Medical,Medical - Drugs,101.5,0.62,126.38,95.91
"Carrols Restaurant Group, Inc.",TAST,YES,389.14,205084.05,Retail-Wholesale,Retail - Restaurants,10.65,0.26,14.25,10
Transatlantic Petroleum Ltd,TAT,YES,82.66,83703.5,Oils-Energy,Oil and Gas - Integrated - United States,1.64,1.56,1.77,0.63
"The Bancorp, Inc.",TBBK,YES,622.78,227393.05,Finance,Banks - Northeast,11.08,1.09,11.29,4.93
"TrueBlue, Inc.",TBI,YES,1109.41,185264.8,Business Services,Staffing Firms,27,2.15,29.3,19.55
Territorial Bancorp Inc.,TBNK,YES,291.76,20138.4,Finance,Banks - Northeast,29.97,0.26,32.83,28.25
"Theravance Biopharma, Inc.",TBPH,YES,1235.68,251971.3,Medical,Medical - Drugs,22.55,1.81,42.56,22.06
Triangle Capital Corporation,TCAP,YES,562.37,513553.06,Finance,Financial - SBIC & Commercial Industry,11.71,0.77,19.03,9.25
"Texas Capital Bancshares, Inc.",TCBI,YES,4820.85,544693.81,Finance,Banks - Southwest,97.05,1.78,100.05,69.95
TriCo Bancshares,TCBK,YES,866.59,60147.4,Finance,Banks - West,37.73,0.86,43.42,33.6
TCF Financial Corporation,TCF,YES,4161.23,1683337.63,Finance,Banks - Midwest,24.34,1.05,24.34,14.76
"Tactile Systems Technology, Inc.",TCMD,YES,619.26,145175.66,Medical,Medical - Instruments,34.34,0.42,36.79,18.45
"Taubman Centers, Inc.",TCO,YES,3279.37,511104.56,Finance,REIT and Equity Trust - Retail,53.84,0.54,66.39,46.3
"TC PipeLines, LP",TCP,YES,2467.19,388489.41,Oils-Energy,Oil and Gas - Production Pipeline - MLB,34.6,1.13,60.88,30.81
TCP Capital Corp.,TCPC,YES,845.05,243937.05,Finance,Financial - SBIC & Commercial Industry,14.36,0.67,17.23,13.75
"THL Credit, Inc.",TCRD,YES,254.53,117092.25,Finance,Financial - SBIC & Commercial Industry,7.79,1.04,10.23,7.75
Container Store (The),TCS,YES,281.76,152735.95,Consumer Discretionary,Consumer Products - Discretionary,5.83,1.49,6.28,3.56
Tucows Inc.,TCX,YES,630.04,53058.55,Computer and Technology,Internet - Content,59.5,0.68,70.05,50
Toronto Dominion Bank (The),TD,YES,101558.44,1320588.5,Finance,Banks - Foreign,55.04,0.94,60.81,45.74
Teradata Corporation,TDC,YES,4954.42,802322.75,Computer and Technology,Computer- Storage Devices,40.61,1.18,42.59,27.26
Transdigm Group Incorporated,TDG,YES,17127.18,385351.94,Aerospace,Aerospace - Defense Equipment,328.13,0.78,329.06,240.21
"Teladoc, Inc.",TDOC,YES,2650.21,633567.44,Medical,Medical Services,42.55,0.36,44.05,22.85
"Telephone and Data Systems, Inc.",TDS,YES,3229.12,587006.13,Utilities,Wireline - National,29.06,0.81,29.85,24.3
Teledyne Technologies Incorporated,TDY,YES,7098.97,132126.3,Aerospace,Aerospace - Defense Equipment,198.87,0.99,199.49,123.52
Atlassian Corporation PLC,TEAM,YES,5874.35,1569653.63,Computer and Technology,Internet - Software,58.98,2.29,62.27,31.54
Tech Data Corporation,TECD,YES,3080.23,486136.91,Retail-Wholesale,Retail - Computer Hardware,80.71,0.86,110.29,77.58
Bio-Techne Corp,TECH,YES,5773.25,152220.41,Medical,Medical - Biomedical and Genetics,154.06,0.7,154.06,101.76
Teck Resources Ltd,TECK,YES,14555.46,2691306.5,Basic Materials,Mining - Miscellaneous,25.73,1.5,30.64,14.94
Telefonica SA,TEF,YES,52648.22,933658.63,Utilities,Diversified Communication Services,10.14,1.22,11.63,9.22
"Tallgrass Energy GP, LP",TEGP,YES,4045.14,701906.19,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,21.89,1.89,28.57,17.63
TE Connectivity Ltd.,TEL,YES,35124.15,1603743.5,Computer and Technology,Electronics - Miscellaneous Components,100.01,1.07,105.75,73.61
Magellan Petroleum Corporation,TELL,YES,2363.86,1347456.75,Oils-Energy,Oil and Gas - Refining and Marketing,10.35,1.47,13.32,6.56
Tenneco Inc.,TEN,YES,2611.06,625546.69,Auto-Tires-Trucks,Automotive - Original Equipment,50.77,1.8,65.29,50.72
"Tenax Therapeutics, Inc.",TENX,YES,9.26,465580.59,Medical,Medical - Biomedical and Genetics,6.37,1.58,14.8,4.64
Telecom Argentina Stet - France Telecom S.A.,TEO,YES,5863.42,113728.3,Utilities,Wireline Non-US,30.25,1.13,39.7,22.66
"Tallgrass Energy Partners, LP",TEP,YES,3302.77,422987.25,Oils-Energy,Oil and Gas - Production and Pipelines,45.12,1.02,52.69,35.2
"Teradyne, Inc.",TER,YES,7904.85,2635057.25,Computer and Technology,Electronics - Testing Equipment,40.45,1.13,49.92,29.69
"TerraForm Power, Inc.",TERP,YES,1639.31,410768.75,Utilities,Utility - Electric Power,11.07,1.02,13.96,10.27
Teva Pharmaceutical Industries Ltd.,TEVA,YES,18151.26,7773255,Medical,Medical - Generic Drugs,17.85,0.67,33.31,11.23
Terex Corporation,TEX,YES,3200.31,1213992.63,Industrial Products,Manufacturing - Construction and Mining,39.51,1.8,49.79,31.84
TFS Financial Corporation,TFSL,YES,4229.76,151205.75,Finance,Financial - Savings and Loan,15.06,0.39,16.95,14.41
Teleflex Incorporated,TFX,YES,12239.89,233934.34,Medical,Medical - Instruments,271.7,1.18,287.65,193.06
Tredegar Corporation,TG,YES,612.42,66681.7,Basic Materials,Chemical - Plastic,18.55,1.41,20.25,14.85
Taseko Mines Limited,TGB,YES,295.29,649966.38,Basic Materials,Mining - Miscellaneous,1.3,2.64,2.37,1.06
Textainer Group Holdings Limited,TGH,YES,993.49,147332.5,Transportation,Transportation - Equipment and Leasing,17.4,2.5,26.4,9.75
"Triumph Group, Inc.",TGI,YES,1241.8,524545.38,Aerospace,Aerospace - Defense Equipment,25,1.69,34.5,19.8
TEGNA Inc.,TGNA,YES,2296.17,2521312,Consumer Discretionary,Broadcast Radio and Television,10.65,1.57,25.86,10.57
Teekay LNG Partners L.P.,TGP,YES,1485.04,125090.9,Transportation,Transportation - Shipping,18.65,1.15,21.25,14.05
Transportadora De Gas Sa Ord B,TGS,YES,3066.75,113592.55,Oils-Energy,Oil and Gas - Production and Pipelines,19.3,1.22,23.74,14.7
Target Corporation,TGT,YES,38566.48,4527083.5,Retail-Wholesale,Retail - Discount Stores,70.95,0.72,78.58,50.18
"TG Therapeutics, Inc.",TGTX,YES,1061.9,1031492.5,Medical,Medical - Products,14.05,1.2,16.8,7.35
Tenet Healthcare Corporation,THC,YES,2431.65,1759569.75,Medical,Medical - Hospital,24.05,0.8,25.12,12.65
iShares MSCI Thailand Capped ETF,THD,YES,546.42,215394.2,Finance,Financial - Investment Funds,99.35,0.66,101.73,76.73
First Financial Corporation Indiana,THFF,YES,538.61,20573.3,Finance,Banks - Midwest,43.95,0.93,50.95,41.55
"The Hanover Insurance Group, Inc.",THG,YES,5088.92,202639.5,Finance,Insurance - Property and Casualty,119.75,0.96,120.84,80.59
"Thor Industries, Inc.",THO,YES,5349.6,897569.5,Construction,Building Products - Mobile Homes and RV Builders,101.52,1.36,157.02,90.53
"Thermon Group Holdings, Inc.",THR,YES,778.82,70415.3,Computer and Technology,Instruments - Control,23.99,0.9,24.67,15.99
Gentherm Inc,THRM,YES,1269.38,173153.3,Auto-Tires-Trucks,Automotive - Original Equipment,34.5,1.71,40.7,29.9
"TreeHouse Foods, Inc.",THS,YES,2159.1,587721.44,Consumer Staples,Food - Miscellaneous,38.23,0.52,89.06,37.35
Telecom Italia S.P.A.,TI,YES,22653.38,149562.66,Utilities,Diversified Communication Services,10.67,0.8,11.02,7.84
"TIER REIT, Inc.",TIER,YES,893.26,144583,Finance,REIT and Equity Trust - Other,18.69,0.75,20.58,16.15
Tiffany & Co.,TIF,YES,12487.39,2007808.25,Retail-Wholesale,Retail - Jewelry,100.48,1.77,109.88,85.03
"Interface, Inc.",TILE,YES,1492.33,310426.59,Consumer Discretionary,Textile - Home Furnishing,25.15,1.2,26.15,18.6
iShares TIPS Bond ETF,TIP,YES,24728.23,1043413.81,Finance,Financial - Investment Funds,112.35,0.03,115.22,111.39
Orchids Paper Products Company,TIS,YES,69.68,100431.55,Basic Materials,Paper and Related Products,6.53,1.51,25.51,6.53
"Team, Inc.",TISI,YES,507.04,447407.66,Business Services,Building Products - Maintenance Service,16.95,1.61,28.7,10.7
Titan Machinery Inc.,TITN,YES,463.47,265690.06,Retail-Wholesale,Automotive - Retail and Whole Sales,20.97,1.45,24.07,11.95
"The TJX Companies, Inc.",TJX,YES,52626.54,3393167.25,Retail-Wholesale,Retail - Discount Stores,83.23,0.67,84.96,66.9
Teekay Corporation,TK,YES,800.58,733268.13,Transportation,Transportation - Shipping,8.87,1.33,10.74,5.26
Turkcell Iletisim Hizmetleri AS,TKC,YES,7717.6,391365.25,Computer and Technology,Wireless Non-US ,8.77,1.02,11.13,7.83
Timken Company (The),TKR,YES,3578.72,590948.63,Industrial Products,Metal Products - Procurement and Fabrication,45.95,1.48,55.5,42.8
"Teligent, Inc.",TLGT,YES,182.96,616214.94,Medical,Medical - Generic Drugs,3.42,0.72,9.41,2.48
"PT Telekomunikasi Indonesia, Tbk",TLK,YES,27175.68,456682.69,Utilities,Diversified Communication Services,26.96,0.53,36.12,26.1
TransMontaigne Partners L.P.,TLP,YES,655.51,23459.95,Oils-Energy,Oil and Gas - Production and Pipelines,40.52,0.19,47.45,34.79
"Tailored Brands, Inc.",TLRD,YES,1468.92,844482.63,Consumer Discretionary,Textile - Apparel,29.83,1.76,30.04,9.45
Toyota Motor Corporation,TM,YES,189623.33,226299.5,Auto-Tires-Trucks,Automotive - Foreign,129.07,0.75,140.72,103.82
Taylor Morrison Home Corporation,TMHC,YES,2608.92,955546.38,Construction,Building Products - Home Builders,23.27,1.42,28.41,19.83
Torchmark Corporation,TMK,YES,9912.58,622359,Finance,Insurance - Life Insurance,86.89,0.95,93.32,74.11
Thermo Fisher Scientific Inc.,TMO,YES,86925.99,1289402.5,Medical,Medical - Instruments,216.35,1.15,224.11,155.04
Tompkins Financial Corporation,TMP,YES,1208.66,43572.3,Finance,Banks - Northeast,79,0.77,89.99,72.2
Trilogy Metals Inc.,TMQ,YES,162.84,147491.75,Basic Materials,Mining - Miscellaneous,1.24,0.3,1.56,0.58
Timken Steel Corporation,TMST,YES,734.29,326838.91,Basic Materials,Steel - Producers,16.51,2.04,19.73,12.83
"T-Mobile US, Inc.",TMUS,YES,53222.36,3899451.5,Computer and Technology,Wireless National,62.29,0.42,68.32,55.36
"Telenav, Inc.",TNAV,YES,231.67,62116.5,Computer and Technology,Wireless National,5.2,0.94,9.15,4.6
Tennant Company,TNC,YES,1331.27,121210.8,Industrial Products,Manufacturing - General Industrial ,74.45,0.86,76.3,60.2
"TriNet Group, Inc.",TNET,YES,3592.44,323285.56,Business Services,Outsourcing,51.28,2.5,51.28,28.59
Teekay Tankers Ltd.,TNK,YES,216.83,925485.31,Transportation,Transportation - Shipping,1.21,2.02,2.08,1.08
Tsakos Energy Navigation Ltd,TNP,YES,311.53,207428.84,Transportation,Transportation - Shipping,3.67,1.27,5.21,3.21
Tonix Pharmaceuticals Holding Corp.,TNXP,YES,25.77,65405.65,Medical,Medical - Drugs,3.17,2.85,4.83,2.85
Toll Brothers Inc.,TOL,YES,6375.25,1861008.38,Construction,Building Products - Home Builders,41.47,1.38,52.54,35.63
Teekay Offshore Partners L.P.,TOO,YES,1041.52,358596.66,Transportation,Transportation - Shipping,2.54,2.55,5.64,1.67
TOTAL S.A.,TOT,YES,155524.34,1629528.88,Oils-Energy,Oil and Gas - Integrated - International,62.35,0.77,62.35,48.45
Tuniu Corporation,TOUR,YES,783.31,213344.3,Computer and Technology,Internet - Content,6.19,1.57,9.47,5.87
Towne Bank,TOWN,YES,2132.98,133117.2,Finance,Banks - Southeast,29.6,1,34.9,28.1
"Tower International, Inc.",TOWR,YES,623.46,96538,Auto-Tires-Trucks,Automotive - Original Equipment,30.35,2.36,33.05,21.1
Tutor Perini Corporation,TPC,YES,1082.95,472985.34,Construction,Building Products - Heavy Construction,21.75,2.04,31.6,20.75
"TRI Pointe Group, Inc.",TPH,YES,2443.59,1313727.75,Construction,Building Products - Home Builders,16.16,1.43,19.42,12.09
"Tapestry, Inc.",TPR,YES,15258.3,2253931.25,Retail-Wholesale,Retail - Apparel and Shoes,53.56,0.43,54,38.74
Third Point Reinsurance Ltd.,TPRE,YES,1404.64,481983.66,Finance,Insurance - Property and Casualty,13.6,1.1,17,12
TriplePoint Venture Growth BDC Corp.,TPVG,YES,212.18,59222.8,Finance,Financial - SBIC & Commercial Industry,11.98,1.2,14.32,11.5
"Tempur Sealy International, Inc.",TPX,YES,2270.78,741213.63,Retail-Wholesale,Retail - Home Furnishings,41.8,1.34,67.63,41.8
"Tootsie Roll Industries, Inc.",TR,YES,1853.51,80699.4,Consumer Staples,Food - Confectionery,28.75,0.67,37.77,28.75
Tejon Ranch Co,TRC,YES,624.06,84842.25,Finance,Real Estate - Operations,24.12,1.36,24.47,18.69
Tribune Media Company,TRCO,YES,3372.02,723620.38,Consumer Discretionary,Broadcast Radio and Television,38.54,1.32,43.58,36.55
Trecora Resources,TREC,YES,345.15,32770.55,Basic Materials,Chemical - Diversified ,14.2,1.34,14.2,10.25
"LendingTree, Inc.",TREE,YES,3957.79,158805.05,Finance,Financial - Mortgage & Related Services,323.25,1.73,402.6,125.75
"Trex Company, Inc.",TREX,YES,3110.01,137582.55,Construction,Building Products - Wood,105.68,2.25,117.76,62.73
"Targa Resources, Inc.",TRGP,YES,10501.67,2303894,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,47.99,1.98,57.04,40.35
Tabula Rasa Healthcare Inc.,TRHC,YES,830.56,488287.81,Medical,Medical Info Systems,41.5,2.39,41.7,11.8
Thomson Reuters Corp,TRI,YES,28212.56,780005.75,Business Services,Technology Services,39.76,0.69,48.06,38.53
Trinity Biotech PLC,TRIB,YES,117.08,21893.05,Medical,Medical - Products,4.87,1.31,6.15,4.5
Trillium Therapeutics Inc.,TRIL,YES,88.09,66931.55,Medical,Medical - Drugs,6.7,1.83,12.35,4.18
"TripAdvisor, Inc.",TRIP,YES,5933.14,1512825.75,Retail-Wholesale,Internet - Commerce,42.69,1.83,47.99,30.06
"Speedway Motorsports, Inc.",TRK,YES,735.37,37062.8,Consumer Discretionary,Leisure and Recreation Services,17.95,1.05,23.12,16.93
Trimble Inc.,TRMB,YES,8981.66,1020963.81,Computer and Technology,Electronics - Miscellaneous Products,36.13,2.43,45.08,30.95
Trustmark Corporation,TRMK,YES,2162.84,245229.7,Finance,Banks - Southeast,31.63,1.03,34.85,28.36
"Trinity Industries, Inc.",TRN,YES,4773.54,1448905.75,Transportation,Transportation - Equipment and Leasing,31.65,2,37.88,25.49
"tronc, Inc.",TRNC,YES,665.67,181169.16,Consumer Staples,Publishing - Newspapers,18.87,2,21.55,10.91
Terreno Realty Corporation,TRNO,YES,1938.65,353478.69,Finance,REIT and Equity Trust - Other,34.95,0.74,38.32,29.85
"T. Rowe Price Group, Inc.",TROW,YES,26568.18,1369083.5,Finance,Financial - Investment Management,108.62,1.21,119.99,68.68
Tronox Limited,TROX,YES,2408.36,763852.63,Basic Materials,Chemical - Specialty,19.84,3.2,27.42,13.25
TransCanada Corporation,TRP,YES,38322.61,1381370.88,Oils-Energy,Oil and Gas - Production and Pipelines,43.31,0.64,51.78,39.93
Turquoise Hill Resources Ltd.,TRQ,YES,6197.93,3625286.75,Basic Materials,Mining - Miscellaneous,3.08,0.14,3.57,2.47
TriMas Corporation,TRS,YES,1244.62,157979.66,Industrial Products,Metal Products - Procurement and Fabrication,27.1,1.77,28.3,20.3
TrustCo Bank Corp NY,TRST,YES,843.1,299222.34,Finance,Banks - Northeast,8.75,1.04,9.7,7.35
Triton International Limited,TRTN,YES,2499.18,365172.09,Transportation,Transportation - Equipment and Leasing,30.92,2.63,43.43,25.51
TransUnion,TRU,YES,12038.65,1316094,Business Services,Business - Information Services,65.57,0.74,66.84,38.8
"TrueCar, Inc.",TRUE,YES,969.32,991527.63,Computer and Technology,Internet - Services,9.61,2.59,21.56,9.02
"Trupanion, Inc.",TRUP,YES,797.8,373880.59,Finance,Insurance - Accident and Health,26.48,0.57,36.75,15.34
"The Travelers Companies, Inc.",TRV,YES,37248.07,1419916.5,Finance,Insurance - Property and Casualty,137.23,1.25,150,115.18
Trivago N.V. ADS,TRVG,YES,2297.18,1032966.5,Computer and Technology,Internet - Services,6.55,0.84,24.07,6.37
Tanzanian Royalty Exploration Corporation,TRX,YES,66.7,341943.25,Basic Materials,Mining - Gold,0.5448,0.78,0.57,0.25
"TransEnterix, Inc.",TRXC,YES,369.61,1608454,Medical,Medical - Instruments,1.83,1.09,4,0.47
Tenaris S.A.,TS,YES,22229.49,2148786,Industrial Products,Steel - Pipe and Tube,37.66,0.71,37.66,25.97
Tractor Supply Company,TSCO,YES,7635.77,1949786,Retail-Wholesale,Retail - Miscellaneous,61.64,1.28,82.39,49.99
Trinseo S.A.,TSE,YES,3376.93,398472.69,Basic Materials,Chemical - Plastic,78.05,2.3,83.9,58.45
Tower Semiconductor Ltd.,TSEM,YES,2546.12,543947.94,Computer and Technology,Electronics - Semiconductors,25.86,1.15,35.95,21.26
Amaya Inc.,TSG,YES,4971.37,324297.25,Consumer Discretionary,Gaming,33.45,1.8,33.45,16.1
"Tesla, Inc.",TSLA,YES,47866.83,10886858,Auto-Tires-Trucks,Automotive - Domestic,283.37,1.19,385,252.48
"TPG Specialty Lending, Inc.",TSLX,YES,1072.11,214596.09,Finance,Financial - Mortgage & Related Services,17.75,0.61,21.61,17.47
Taiwan Semiconductor Manufacturing Company Ltd.,TSM,YES,200957.5,8059893.5,Computer and Technology,Semiconductor - Circuit Foundry,38.75,0.9,46.38,32.08
"Tyson Foods, Inc.",TSN,YES,25840.96,2095863.63,Consumer Staples,Food - Meat Products,70.22,0.19,83.62,57.34
